"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2011","492","2977452","16.52","16.6351081660976"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2011","821","6010280","13.66","13.4580845559785"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2011","163","996866","16.35","15.8826652554975"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2011","152","1841641","8.25","8.43368642110416"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2011","368","2718170","13.54","13.319462486107"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2011","90","1318345","6.83","6.21413275290859"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2011","478","8844694","5.4","5.46261302297245"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2011","302","2077744","14.53","14.6494498697462"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2011","985","19526372","5.04","4.85174224282348"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2011","1110","9662940","11.49","11.2744075947015"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2011","59","684830","8.62","8.50817645828904"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2011","1199","11543332","10.39","10.2587704027193"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2011","608","3785232","16.06","16.0372513884792"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2011","411","3865845","10.63","10.2081675860914"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2011","1407","12742811","11.04","10.7541994216358"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2011","32","1052154","3.04","2.93156672052798"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2011","686","4672744","14.68","14.3904990733133"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2011","70","823338","8.5","8.26631134096352"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2011","907","6396281","14.18","13.7986130407835"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2011","2521","25644424","9.83","9.9675636437577"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2011","305","2815430","10.83","11.9595673929109"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2011","77","626210","12.3","11.4795828417005"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2011","850","8107548","10.48","10.1548765840795"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2011","609","6819155","8.93","8.61951845562345"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2011","267","1854891","14.39","13.8007709427176"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2011","440","5705812","7.71","7.63102695007856"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2011","96","567602","16.91","16.745614065202"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2011","31512","311644280","10.11","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2012","808","4813946","16.78","16.5620633467319"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2012","118","730825","16.15","15.8784179967961"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2012","930","6544211","14.21","13.8732070681408"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2012","478","2949208","16.21","16.1741001946894"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2012","3023","38019006","7.95","7.7764795468415"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2012","654","5186330","12.61","12.0935287516368"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2012","225","3597705","6.25","6.33093353881002"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2012","96","916868","10.47","10.5116907744265"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2012","68","635630","10.7","9.17007581368513"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2012","2436","19341327","12.59","11.9189129293376"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2012","1244","9911171","12.55","12.3613215759795"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2012","51","1392772","3.66","3.36413623839021"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2012","198","1594673","12.42","12.5644613191898"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2012","1149","12878494","8.92","8.75569007672888"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2012","777","6535665","11.89","11.8129235994096"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2012","209","3074386","6.8","6.76019166142711"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2012","369","2885316","12.79","12.8113572293276"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2012","637","4383673","14.53","14.2531069089198"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2012","806","4602681","17.51","17.5789919654992"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2012","129","1328101","9.71","8.92189356903424"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2012","584","5891680","9.91","9.74136264820312"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2012","231","6659627","3.47","3.3366810547929"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2012","1210","9886610","12.24","12.1360245741056"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2012","376","5377695","6.99","6.84941721730815"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2012","517","2982963","17.33","17.7030238358609"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2012","860","6023267","14.28","14.1468440524479"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2012","166","1003522","16.54","16.1683406538578"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2012","161","1854862","8.68","8.75834196166146"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2012","357","2752410","12.97","12.6965132150515"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2012","112","1320923","8.48","7.67934785331387"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2012","442","8882095","4.98","5.05072248177488"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2012","318","2083590","15.26","15.2025939863595"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2012","971","19625409","4.95","4.74864526459119"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2012","1138","9755299","11.67","11.2978531678346"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2012","72","701380","10.27","10.3240057102672"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2012","1237","11546969","10.71","10.5889266858307"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2012","602","3815298","15.78","15.6789026605635"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2012","432","3893920","11.09","10.561692204813"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2012","1384","12768034","10.84","10.6025582778887"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2012","42","1052761","3.99","4.11061710215608"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2012","712","4719009","15.09","14.5380751278979"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2012","82","832576","9.85","9.3473832750025"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2012","956","6450632","14.82","14.3552585887311"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2012","2666","26078327","10.22","10.3391229992124"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2012","316","2854222","11.07","12.1519577528625"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2012","54","625606","8.63","8.52421102104758"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2012","823","8188656","10.05","9.84540308216755"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2012","672","6890899","9.75","9.43922264146414"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2012","273","1855360","14.71","14.5541631489646"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2012","480","5721075","8.39","8.23000033034153"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2012","108","576608","18.73","18.3828174324248"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2012","32759","313993272","10.43","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2013","828","4827660","17.15","16.8474880560879"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2013","139","736760","18.87","18.9245729380587"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2013","919","6616124","13.89","13.7174157006889"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2013","476","2956780","16.1","15.8841565750372"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2013","2980","38347383","7.77","7.55956443532652"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2013","603","5262556","11.46","11.1975784785111"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2013","161","3602470","4.47","4.44080738513893"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2013","99","925114","10.7","10.3025725872171"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2013","71","650114","10.92","8.51713741733419"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2013","2409","19584927","12.3","11.6394271587169"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2013","1233","9981773","12.35","12.2781894870997"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2013","37","1408038","2.63","2.53529041432285"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2013","217","1610187","13.48","13.5110523698134"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2013","1088","12890403","8.44","8.30794802579559"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2013","836","6567484","12.73","12.7136687445153"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2013","247","3089876","7.99","7.84612616780222"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2013","323","2892900","11.17","10.9258535821931"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2013","595","4399121","13.53","12.9717982052727"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2013","860","4626795","18.59","18.5010013770747"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2013","154","1327975","11.6","10.5326599035663"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2013","570","5932654","9.61","9.49826107323653"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2013","208","6711138","3.1","2.98545891915167"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2013","1174","9899219","11.86","11.7801157626845"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2013","419","5416074","7.74","7.49080483322096"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2013","496","2987721","16.6","16.7061186214069"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2013","854","6041142","14.14","13.9445315297677"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2013","168","1011921","16.6","16.3391638690883"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2013","163","1867414","8.73","8.74338363600452"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2013","384","2786547","13.78","13.3680068157893"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2013","91","1322622","6.88","6.32947889002804"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2013","498","8913735","5.59","5.60441688811342"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2013","318","2085161","15.25","15.0914049524937"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2013","858","19712514","4.35","4.13933682921139"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2013","1190","9849812","12.08","11.7820000313576"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2013","82","722908","11.34","10.9827455122859"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2013","1260","11567845","10.89","10.7453393426291"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2013","612","3849840","15.9","15.9614174432014"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2013","450","3919664","11.48","10.7198849992979"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2013","1421","12778450","11.12","10.8614344738933"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2013","53","1052784","5.03","4.99907535500048"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2013","724","4765862","15.19","14.7851368702107"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2013","79","842513","9.38","9.87491598209928"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2013","992","6490795","15.28","14.8546291683383"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2013","2720","26479279","10.27","10.3454156278839"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2013","333","2899961","11.48","12.4028139580427"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2013","64","626044","10.22","9.38138872345151"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2013","843","8261689","10.2","9.84598272112394"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2013","618","6963410","8.87","8.45845079262194"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2013","275","1852333","14.85","14.061171548709"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2013","559","5736673","9.74","9.46463655554131"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2013","98","582341","16.83","15.8909994183116"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2013","32849","316234505","10.39","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2014","777","4840037","16.05","16.0253362022135"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2014","136","736759","18.46","17.9417268575692"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2014","907","6706435","13.52","13.1928346428112"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2014","484","2964800","16.32","16.1074126670559"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2014","2904","38701278","7.5","7.27911816440045"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2014","651","5342311","12.19","11.98625901667"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2014","183","3600188","5.08","4.80922462313803"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2014","101","934805","10.8","10.8193677193297"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2014","86","660797","13.01","11.2976295018073"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2014","2379","19897747","11.96","11.3299885408712"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2014","1357","10083850","13.46","13.3058027820315"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2014","39","1417710","2.75","2.58957789218368"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2014","207","1630391","12.7","12.8051207688142"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2014","1157","12882438","8.98","8.88041030156534"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2014","796","6593182","12.07","12.0025364506957"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2014","236","3105563","7.6","7.19734069205365"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2014","321","2899553","11.07","10.9881338051753"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2014","613","4410415","13.9","13.4870706766531"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2014","870","4648797","18.71","18.4288546405728"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2014","132","1328903","9.93","9.31284002845938"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2014","543","5970245","9.1","8.93626821622279"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2014","223","6757925","3.3","3.07925113782245"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2014","1088","9914675","10.97","10.9135504249964"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2014","369","5452649","6.77","6.49541804434071"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2014","517","2988578","17.3","17.3752760605007"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2014","925","6058014","15.27","14.9203891856232"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2014","168","1019931","16.47","15.6522124336911"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2014","173","1880920","9.2","9.10745000385343"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2014","423","2831730","14.94","14.5352037306912"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2014","120","1328684","9.03","8.47458569088214"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2014","465","8943010","5.2","5.23690310481023"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2014","334","2083207","16.03","15.5913861253868"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2014","859","19773580","4.34","4.11950935381236"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2014","1161","9941160","11.68","11.3249286163539"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2014","92","738658","12.46","11.6215503530461"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2014","1183","11593741","10.2","10.0590514317758"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2014","592","3875008","15.28","15.1590007037924"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2014","491","3960673","12.4","11.5807760557521"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2014","1374","12790341","10.74","10.2897952665967"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2014","33","1054782","3.13","2.87021102315747"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2014","751","4824758","15.57","15.1248553515617"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2014","87","849455","10.24","10.1386145957434"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2014","962","6540007","14.71","14.3236639253435"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2014","2778","26954436","10.31","10.3910647047324"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2014","328","2938671","11.16","12.1026883650665"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2014","67","625665","10.71","9.84229559046906"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2014","873","8316902","10.5","10.0916131705185"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2014","693","7046931","9.83","9.54238637192406"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2014","282","1847624","15.26","14.372712650991"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2014","479","5751272","8.33","8.08079262771657"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2014","89","583334","15.26","15.6328415842184"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2014","32858","318622525","10.31","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2015","924","4850858","19.05","18.9242111115868"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2015","167","737979","22.63","22.0670630886148"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2015","957","6802262","14.07","13.6489163156005"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2015","500","2975626","16.8","16.2477768447112"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2015","3058","39032444","7.83","7.59037057255818"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2015","690","5440445","12.68","12.3974605766563"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2015","187","3593862","5.2","5.24829733085859"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2015","110","944107","11.65","11.8256007223792"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2015","120","672736","17.84","14.8119654188742"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2015","2526","20268567","12.46","11.7722402364099"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2015","1420","10199533","13.92","13.8233070959633"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2015","52","1426320","3.65","3.38332600310037"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2015","241","1649324","14.61","14.5344202638363"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2015","1198","12862051","9.31","9.22047196476977"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2015","823","6610596","12.45","12.3906739587648"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2015","243","3118473","7.79","7.57090601717232"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2015","324","2905789","11.15","11.1367006792808"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2015","683","4422057","15.45","14.8692429010955"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2015","928","4671211","19.87","19.8148326034948"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2015","144","1327787","10.85","9.92178363478994"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2015","701","6000561","11.68","11.7552983951972"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2015","212","6794002","3.12","2.97970553126549"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2015","1138","9918170","11.47","11.4130838382047"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2015","403","5483238","7.35","7.32293464555088"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2015","560","2985297","18.76","18.5936607595408"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2015","1071","6072640","17.64","17.5725764255528"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2015","198","1028317","19.25","18.7164433639849"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2015","165","1893564","8.71","8.63939130931082"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2015","433","2883057","15.02","14.4491322182929"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2015","121","1330134","9.1","8.90688841823424"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2015","473","8960001","5.28","5.30966584456064"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2015","384","2082264","18.44","18.2385063166357"
