"Sex","Race","State","Ethnicity","Age Group","First Year","Last Year","Cause of Death","Year","Deaths","Population","Crude Rate","Age-Adjusted Rate"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2003","145","3484336","4.16","4.14152925446505"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2003","61","818003","7.46","7.363881690571"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2003","166","568502","29.2","25.582914633013"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2003","1910","17004085","11.23","10.8636584035711"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2003","1155","8622793","13.39","13.5090089133013"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2003","35","1251154","2.8","2.72833605699443"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2003","158","1363380","11.59","11.8625423469132"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2003","1108","12556006","8.82","8.70627783291738"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2003","674","6196638","10.88","10.8348560166624"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2003","204","2941999","6.93","6.79443941805646"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2003","295","2723004","10.83","10.8117873035239"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2003","520","4117170","12.63","12.403432172519"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2003","795","4521042","17.58","17.4873192958838"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2003","78","1306513","5.97","5.72775357746056"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2003","641","5496269","11.66","11.8250252231059"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2003","201","6422565","3.13","3.04453696427321"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2003","1011","10041152","10.07","10.143509888498"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2003","321","5053572","6.35","6.29119204391411"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2003","451","2868312","15.72","15.9103329844847"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2003","633","5709403","11.09","11.0046540030164"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2003","140","919630","15.22","15.1461435018194"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2003","126","1738643","7.25","7.17678212756474"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2003","367","2248850","16.32","16.7165644815371"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2003","85","1279840","6.64","6.51097793650263"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2003","448","8601402","5.21","5.30727369390122"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2003","307","1877574","16.35","16.5312592618724"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2003","1010","19175939","5.27","5.19614107429583"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2003","1017","8422501","12.07","11.9053663035981"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2003","55","638817","8.61","8.31327057440849"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2003","907","11434788","7.93","7.88082068717369"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2003","429","3504892","12.24","12.1769276254324"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2003","389","3547376","10.97","10.5506407082433"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2003","1199","12374658","9.69","9.62231197613058"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2003","33","1071342","3.08","2.93755507486866"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2003","567","4150297","13.66","13.5585432729331"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2003","69","763729","9.03","8.91686268761351"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2003","795","5847812","13.59","13.3942493599664"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2003","2361","22030931","10.72","10.8816612796401"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2003","221","2360137","9.36","10.115933320714"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2003","46","617858","7.45","7.23239516793235"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2003","794","7366977","10.78","10.6246503474367"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2003","553","6104115","9.06","8.9818560194297"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2003","252","1812295","13.91","13.3387594588404"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2003","456","5479203","8.32","8.2152233713272"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2003","84","503453","16.68","16.4579839532671"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2003","29174","290107933","10.06","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2004","639","4530729","14.1","13.9126275556519"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2004","115","659286","17.44","17.219839198029"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2004","869","5652404","15.37","15.3374055360716"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2004","379","2749686","13.78","13.6856530888056"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2004","3250","35574576","9.14","9.06474152357036"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2004","544","4575013","11.89","11.7745712276266"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2004","170","3496094","4.86","4.91308560331139"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2004","73","830803","8.79","8.5410673007161"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2004","142","567754","25.01","22.4462751710763"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2004","1855","17415318","10.65","10.2612681882049"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2004","1031","8769252","11.76","11.8152137996878"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2004","41","1273569","3.22","3.09856038437919"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2004","170","1391802","12.21","12.5344736540386"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2004","965","12589773","7.66","7.5695865168753"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2004","617","6233007","9.9","9.87721842503784"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2004","191","2953635","6.47","6.30578387134089"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2004","291","2734373","10.64","10.6272331874759"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2004","532","4146101","12.83","12.5927363626191"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2004","854","4552238","18.76","18.4940903744484"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2004","108","1313688","8.22","7.89744899076115"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2004","644","5546935","11.61","11.7118098883539"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2004","202","6412281","3.15","3.10535551694474"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2004","1025","10055315","10.19","10.2871939425134"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2004","356","5087713","7","6.91484529531301"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2004","451","2889010","15.61","15.6993270432575"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2004","647","5747741","11.26","11.1465732218293"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2004","117","930009","12.58","12.2268463590306"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2004","113","1749370","6.46","6.37001072402835"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2004","382","2346222","16.28","16.3670474698714"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2004","68","1290121","5.27","4.953562040444"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2004","443","8634561","5.13","5.24448189352681"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2004","281","1903808","14.76","14.737782544307"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2004","926","19171567","4.83","4.74470545415907"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2004","1022","8553152","11.95","11.82890922099"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2004","47","644705","7.29","6.9787695239652"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2004","1006","11452251","8.78","8.71231513846764"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2004","445","3525233","12.62","12.5200480262144"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2004","373","3569463","10.45","10.0325207147026"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2004","1234","12410722","9.94","9.90537307243457"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2004","41","1074579","3.82","3.60731574688139"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2004","554","4210921","13.16","13.0235399032941"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2004","69","770396","8.96","8.8997472330179"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2004","814","5910809","13.77","13.6103533675841"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2004","2260","22394023","10.09","10.2977562769286"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2004","218","2401580","9.08","9.89374883538597"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2004","58","619920","9.36","8.96128620604875"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2004","796","7475575","10.65","10.5286465975574"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2004","553","6178645","8.95","8.91684743727698"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2004","247","1816438","13.6","13.2920327270362"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2004","403","5514026","7.31","7.18026699629653"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2004","54","509106","10.61","10.7809159190314"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2004","28685","292805298","9.8","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2005","693","4569805","15.16","15.0625505482278"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2005","111","666946","16.64","16.7068913167899"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2005","898","5839077","15.38","15.3884012272661"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2005","418","2781097","15.03","14.8314831978792"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2005","3292","35827943","9.19","9.07833798287036"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2005","521","4631888","11.25","11.2366911465895"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2005","178","3506956","5.08","5.08152133478328"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2005","75","845150","8.87","8.78482285740775"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2005","153","567136","26.98","23.324134870756"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2005","1808","17842038","10.13","9.78061050243435"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2005","1039","8925922","11.64","11.7738908013822"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2005","27","1292729","2.09","2.06155553327396"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2005","189","1428241","13.23","13.5640940943878"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2005","994","12609903","7.88","7.81578218039589"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2005","683","6278616","10.88","10.7619728218454"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2005","196","2964454","6.61","6.53263112997683"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2005","251","2745299","9.14","9.03117693294456"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2005","530","4182742","12.67","12.5068205237898"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2005","813","4576628","17.76","17.3911863347987"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2005","108","1318787","8.19","7.63998792846899"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2005","652","5592379","11.66","11.7720061066802"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2005","220","6403290","3.44","3.35467705781684"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2005","1055","10051137","10.5","10.5903531220875"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2005","345","5119598","6.74","6.62342590817522"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2005","428","2905943","14.73","15.0267602325339"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2005","722","5790300","12.47","12.3759361823703"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2005","155","940102","16.49","16.2471048947434"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2005","130","1761497","7.38","7.39681472821834"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2005","384","2432143","15.79","15.8487379441652"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2005","87","1298492","6.7","6.54045875947876"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2005","428","8651974","4.95","5.07822122957925"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2005","261","1932274","13.51","13.5826081812581"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2005","980","19132610","5.12","5.01393778748488"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2005","1088","8705407","12.5","12.38602967075"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2005","59","646089","9.13","8.62408789379039"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2005","1087","11463320","9.48","9.38270234131638"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2005","448","3548597","12.62","12.5865731602268"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2005","389","3613202","10.77","10.3380924343391"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2005","1310","12449990","10.52","10.4152087596701"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2005","38","1067916","3.56","3.52187176373697"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2005","553","4270150","12.95","12.911462863332"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2005","78","775493","10.06","9.71618819604069"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2005","926","5991057","15.46","15.1933309049525"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2005","2415","22778123","10.6","10.7658836890489"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2005","224","2457719","9.11","9.80161432124786"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2005","44","621215","7.08","6.7889769468622"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2005","872","7577105","11.51","11.2686093650819"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2005","551","6257305","8.81","8.54292334065477"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2005","246","1820492","13.51","12.9197087358502"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2005","465","5546166","8.38","8.32071265480116"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2005","67","514157","13.03","12.7028420959839"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2005","29684","295516599","10.04","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2006","735","4628981","15.88","15.7349512925398"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2006","107","675302","15.84","16.0967693121293"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2006","959","6029141","15.91","15.8466518587158"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2006","404","2821761","14.32","14.3399265594816"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2006","3289","36021202","9.13","8.95033077990342"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2006","483","4720423","10.23","10.0430293125995"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2006","171","3517460","4.86","4.9357714873494"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2006","79","859268","9.19","9.19490745552357"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2006","131","570681","22.96","19.5138373313634"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2006","2048","18166990","11.27","10.847352747151"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2006","1115","9155813","12.18","12.2103999030887"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2006","31","1309731","2.37","2.24755386052898"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2006","172","1468669","11.71","12.15020198033"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2006","1001","12643955","7.92","7.8039142601142"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2006","714","6332669","11.27","11.2024559963136"
"Both Sexes","All Races","Iowa","Both","All Ages","1999","2017","Violence-Related Firearm","2006","187","2982644","6.27","6.15390291470314"
"Both Sexes","All Races","Kansas","Both","All Ages","1999","2017","Violence-Related Firearm","2006","292","2762931","10.57","10.5831661101972"
"Both Sexes","All Races","Kentucky","Both","All Ages","1999","2017","Violence-Related Firearm","2006","498","4219239","11.8","11.677158772231"
"Both Sexes","All Races","Louisiana","Both","All Ages","1999","2017","Violence-Related Firearm","2006","777","4302665","18.06","17.7787707389975"
"Both Sexes","All Races","Maine","Both","All Ages","1999","2017","Violence-Related Firearm","2006","104","1323619","7.86","7.2304052748958"
"Both Sexes","All Races","Maryland","Both","All Ages","1999","2017","Violence-Related Firearm","2006","672","5627367","11.94","11.9944440556713"
"Both Sexes","All Races","Massachusetts","Both","All Ages","1999","2017","Violence-Related Firearm","2006","210","6410084","3.28","3.20081963298503"
"Both Sexes","All Races","Michigan","Both","All Ages","1999","2017","Violence-Related Firearm","2006","1140","10036081","11.36","11.3584337037664"
"Both Sexes","All Races","Minnesota","Both","All Ages","1999","2017","Violence-Related Firearm","2006","321","5163555","6.22","6.15038199992409"
"Both Sexes","All Races","Mississippi","Both","All Ages","1999","2017","Violence-Related Firearm","2006","447","2904978","15.39","15.6159692523644"
"Both Sexes","All Races","Missouri","Both","All Ages","1999","2017","Violence-Related Firearm","2006","743","5842704","12.72","12.603514940156"
"Both Sexes","All Races","Montana","Both","All Ages","1999","2017","Violence-Related Firearm","2006","115","952692","12.07","11.7807350124604"
"Both Sexes","All Races","Nebraska","Both","All Ages","1999","2017","Violence-Related Firearm","2006","137","1772693","7.73","7.46838258424276"
"Both Sexes","All Races","Nevada","Both","All Ages","1999","2017","Violence-Related Firearm","2006","398","2522658","15.78","16.0317578712126"
"Both Sexes","All Races","New Hampshire","Both","All Ages","1999","2017","Violence-Related Firearm","2006","81","1308389","6.19","6.13592220372775"
"Both Sexes","All Races","New Jersey","Both","All Ages","1999","2017","Violence-Related Firearm","2006","475","8661679","5.48","5.62644675874244"
"Both Sexes","All Races","New Mexico","Both","All Ages","1999","2017","Violence-Related Firearm","2006","275","1962137","14.02","14.0351376275724"
"Both Sexes","All Races","New York","Both","All Ages","1999","2017","Violence-Related Firearm","2006","988","19104631","5.17","5.07378663621362"
"Both Sexes","All Races","North Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2006","1105","8917270","12.39","12.2444922017443"
"Both Sexes","All Races","North Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2006","42","649422","6.47","6.05820204971135"
"Both Sexes","All Races","Ohio","Both","All Ages","1999","2017","Violence-Related Firearm","2006","1084","11481213","9.44","9.39897045182237"
"Both Sexes","All Races","Oklahoma","Both","All Ages","1999","2017","Violence-Related Firearm","2006","471","3594090","13.1","12.9472279773029"
"Both Sexes","All Races","Oregon","Both","All Ages","1999","2017","Violence-Related Firearm","2006","382","3670883","10.41","10.1046003610744"
"Both Sexes","All Races","Pennsylvania","Both","All Ages","1999","2017","Violence-Related Firearm","2006","1338","12510809","10.69","10.6278419623959"
"Both Sexes","All Races","Rhode Island","Both","All Ages","1999","2017","Violence-Related Firearm","2006","46","1063096","4.33","4.13054643580754"
"Both Sexes","All Races","South Carolina","Both","All Ages","1999","2017","Violence-Related Firearm","2006","594","4357847","13.63","13.3787732980586"
"Both Sexes","All Races","South Dakota","Both","All Ages","1999","2017","Violence-Related Firearm","2006","74","783033","9.45","9.29463365847387"
"Both Sexes","All Races","Tennessee","Both","All Ages","1999","2017","Violence-Related Firearm","2006","904","6088766","14.85","14.6744974475671"
"Both Sexes","All Races","Texas","Both","All Ages","1999","2017","Violence-Related Firearm","2006","2364","23359580","10.12","10.2185239446408"
"Both Sexes","All Races","Utah","Both","All Ages","1999","2017","Violence-Related Firearm","2006","220","2525507","8.71","9.58212465834418"
"Both Sexes","All Races","Vermont","Both","All Ages","1999","2017","Violence-Related Firearm","2006","52","622892","8.35","7.79869157667804"
"Both Sexes","All Races","Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2006","797","7673725","10.39","10.1195123331349"
"Both Sexes","All Races","Washington","Both","All Ages","1999","2017","Violence-Related Firearm","2006","529","6370753","8.3","8.10563570134058"
"Both Sexes","All Races","West Virginia","Both","All Ages","1999","2017","Violence-Related Firearm","2006","238","1827912","13.02","12.5152717611327"
"Both Sexes","All Races","Wisconsin","Both","All Ages","1999","2017","Violence-Related Firearm","2006","418","5577655","7.49","7.44866716126624"
"Both Sexes","All Races","Wyoming","Both","All Ages","1999","2017","Violence-Related Firearm","2006","77","522667","14.73","14.3640127853804"
"Both Sexes","All Races","","Both","All Ages","1999","2017","Violence-Related Firearm","2006","30034","298379912","10.07","."
"Both Sexes","All Races","Alabama","Both","All Ages","1999","2017","Violence-Related Firearm","2007","775","4672840","16.59","16.4320720657388"
"Both Sexes","All Races","Alaska","Both","All Ages","1999","2017","Violence-Related Firearm","2007","119","680300","17.49","18.083770244794"
"Both Sexes","All Races","Arizona","Both","All Ages","1999","2017","Violence-Related Firearm","2007","920","6167681","14.92","14.8755501401664"
"Both Sexes","All Races","Arkansas","Both","All Ages","1999","2017","Violence-Related Firearm","2007","400","2848650","14.04","14.1479651617181"
"Both Sexes","All Races","California","Both","All Ages","1999","2017","Violence-Related Firearm","2007","3203","36250311","8.84","8.66780667477515"
"Both Sexes","All Races","Colorado","Both","All Ages","1999","2017","Violence-Related Firearm","2007","493","4803868","10.26","10.1473763878321"
"Both Sexes","All Races","Connecticut","Both","All Ages","1999","2017","Violence-Related Firearm","2007","145","3527270","4.11","4.02601882378623"
"Both Sexes","All Races","Delaware","Both","All Ages","1999","2017","Violence-Related Firearm","2007","77","871749","8.83","8.66345087851627"
"Both Sexes","All Races","District of Columbia","Both","All Ages","1999","2017","Violence-Related Firearm","2007","142","574404","24.72","21.3588456112687"
"Both Sexes","All Races","Florida","Both","All Ages","1999","2017","Violence-Related Firearm","2007","2240","18367842","12.2","11.846758126089"
"Both Sexes","All Races","Georgia","Both","All Ages","1999","2017","Violence-Related Firearm","2007","1208","9349988","12.92","13.0164446816628"
"Both Sexes","All Races","Hawaii","Both","All Ages","1999","2017","Violence-Related Firearm","2007","34","1315675","2.58","2.27430605382656"
"Both Sexes","All Races","Idaho","Both","All Ages","1999","2017","Violence-Related Firearm","2007","180","1505105","11.96","12.2655341793776"
"Both Sexes","All Races","Illinois","Both","All Ages","1999","2017","Violence-Related Firearm","2007","1005","12695866","7.92","7.81676290694253"
"Both Sexes","All Races","Indiana","Both","All Ages","1999","2017","Violence-Related Firearm","2007","648","6379599","10.16","10.1532748836983"
